Item #, Item Description, MSP, Retail Price, Dealer Price, Sale Price, Sale Ends, Quantity, UPC Code, Manufacturer, Gun Type, Model Series, Caliber, Action, Capacity, Finish,Stock, Sights, Barrel Length, Overall Length, Features
GL-819,AMG NSITES TROOPER GLK GEN 1-4,$70.59,$120.00,$70.59,,,0,#644406911340#,Ameriglo,,,,,,,,,,,Fits Glock Gen 1-4 17/19/22/23/26/27/34/35
GL-820,AMG NSITES TROOPER GLK 21 GRN,$70.59,$120.00,$70.59,,,0,#644406911357#,Ameriglo,,,,,,,,,,,Fits Glock Gen 1-4 20/21/29/30/31/32/36/40/41
GL-821,AMG NSITES TROOPER GLK GEN5 17,$70.59,$120.00,$70.59,,,0,#644406911364#,Ameriglo,,,,,,,,,,,Fits Glock Gen 5 17/19/19X/26/45
GL-822,AMG NSITES TROOPER GLK 43 GRN,$70.59,$120.00,$70.59,,,0,#64406911371#,Ameriglo,,,,,,,,,,,Fits Glock 42/43/43X/48
GL-823,AMG NSITES TROOPER GLK 43 ORG,$70.59,$120.00,$70.59,,,2,#644406911333#,Ameriglo,,,,,,,,,,,Fits Glock 42/43/43X/48
GL-201,AMG NSITES I DOT GLK GRN FRNT,$58.49,$99.00,$58.49,,,2,#644406903055#,Ameriglo,,,,,,,,,,,
SG-448,AMG NSITES SPARTAN OP SIG P320,$72.99,$120.00,$72.99,,,1,#6444069101190#,Ameriglo,,,,,,,,,,,Fits Sig P320
GL-446,AMG NSITES SPARTAN TAC GLK,$72.99,$120.00,$72.99,,,0,#644406906209#,Ameriglo,,,,,,,,,,,Green Tritium Front With Orange ProGlo Outline
ACG-57013,GLK 17G5 9MM 17RD DDE,$549.99,$799.99,$549.99,$499.99,3/31/2023,19,#850016570130#,Apollo Custom|Glock,Pistol: Semi-Auto,17,9MM,Safe Action,17+1,Cerakote Davidsons Dark Earth,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,4.49,7.32,Apollo Custom Edition
ACG-57014,GLK 17G5 9MM 17RD DDE BLK,$549.99,$799.99,$549.99,$524.99,3/31/2023,11,#850016570147#,Apollo Custom|Glock,Pistol: Semi-Auto,17,9MM,Safe Action,17+1,Cerakote Black,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,4.49,7.32,Apollo Custom Edition
ACG-57015,GLK 17G5 9MM 17RD DDE PATB,$549.99,$799.99,$549.99,$524.99,3/31/2023,11,#850016570154#,Apollo Custom|Glock,Pistol: Semi-Auto,17,9MM,Safe Action,17+1,Cerakote Patriot Brown,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,4.49,7.32,Apollo Custom Edition
ACG-57017,GLK 17G5 9MM 17RD GOLD SLIDE,$529.99,$779.99,$529.99,$509.99,3/31/2023,14,#850016570178#,Apollo Custom|Glock,Pistol: Semi-Auto,17,9MM,Safe Action,17+1,Cerakote Gold,Black Polymer,FT: White Dot RR: White Outline,4.49,7.32,Apollo Custom Edition
ACG-57075,GLK 17G5 9MM 17R BLK CHRY BLK,$549.99,$799.99,$549.99,$524.99,3/31/2023,20,#850016570758#,Apollo Custom|Glock,Pistol: Semi-Auto,17,9MM,Safe Action,17+1,Cerakote Armor Black,Cerakote Black Cherry,FT: White Dot RR: White Outline,4.49,7.32,Apollo Custom Edition
ACG-57018,GLK 17G5 9MM 17RD SA SLIDE,$529.99,$779.99,$529.99,$509.99,3/31/2023,42,#850016570185#,Apollo Custom|Glock,Pistol: Semi-Auto,17,9MM,Safe Action,17+1,Cerakote Satin Aluminum,Black Polymer,FT: White Dot RR: White Outline,4.49,7.32,Apollo Custom Edition
ACG-57067,GLK 19G5 9MM 15RD BLK CHRY BLK,$549.99,$799.99,$549.99,$524.99,3/31/2023,0,#850016570673#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Black,Cerakote Black Cherry,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57033,GLK 19G5 9MM 15RD CONGRY SMOKE,$549.99,$799.99,$549.99,$524.99,3/31/2023,6,#850016570338#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Elite Smoke,Cerakote Concrete Gray,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57020,GLK 19G5 9MM 15RD DDE,$549.99,$799.99,$549.99,$524.99,3/31/2023,12,#850016570208#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Davidsons Dark Earth,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57021,GLK 19G5 9MM 15RD DDE BLK,$549.99,$799.99,$549.99,$524.99,3/31/2023,20,#850016570215#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Black,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57022,GLK 19G5 9MM 15RD DDE PATB,$549.99,$799.99,$549.99,$524.99,3/31/2023,8,#850016570222#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Patriot Brown,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57031,GLK 19G5 9MM 15RD GOLD SLIDE,$529.99,$779.99,$529.99,$509.99,3/31/2023,35,#850016570314#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Gold,Black Polymer,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57023,GLK 19G5 9MM 15RD PINK BLK,$549.99,$799.99,$549.99,$524.99,3/31/2023,9,#850016570239#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Black,Cerakote Pink Champagne,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57024,GLK 19G5 9MM 15RD PINK SA,$549.99,$799.99,$549.99,$524.99,3/31/2023,0,#850016570246#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Satin Aluminum,Cerakote Pink Champagne Champagne,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57025,GLK 19G5 9MM 15RD PURP BLK,$549.99,$799.99,$549.99,$524.99,3/31/2023,5,#850016570253#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Black,Cerakote Purple,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57026,GLK 19G5 9MM 15RD PURP SA,$549.99,$799.99,$549.99,$524.99,3/31/2023,0,#850016570260#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Satin Aluminum,Cerakote Purple,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57027,GLK 19G5 9MM 15RD RBEG BLK,$549.99,$799.99,$549.99,$524.99,3/31/2023,12,#850016570277#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Black,Cerakote Robin's Egg Blue,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57028,GLK 19G5 9MM 15RD RBEG SA,$549.99,$799.99,$549.99,$524.99,3/31/2023,15,#850016570284#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Satin Aluminum,Cerakote Robin's Egg Blue,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57032,GLK 19G5 9MM 15RD SA SLIDE,$529.99,$779.99,$529.99,$509.99,3/31/2023,5,#850016570321#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Satin Aluminum,Black Polymer,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57073,GLK 19G5 9MM 15RD BLK CHRY SA,$529.99,$779.99,$529.99,$509.99,3/31/2023,36,#850016570734#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Satin Aluminum,Cerakote Black Cherry,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57074,GLK 19G5 9MM 15RD BLK CHRY GLD,$529.99,$779.99,$529.99,$509.99,3/31/2023,0,#850016570741#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Rose Gold,Cerakote Black Cherry,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-00819,GLK 42 380 6RD DDE,$419.99,$599.99,$419.99,$399.99,3/31/2023,18,#850386008196#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Cerakote Davidsons Dark Earth,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,3.26,5.98,Apollo Custom Edition/ Made in the USA
ACG-00837,GLK 42 380 6RD DDE BLK,$419.99,$599.99,$419.99,$399.99,3/31/2023,11,#850386008370#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Cerakote Black,Cerakote DDE,FT: White Dot RR: White Outline,3.26,5.98,Apollo Custom Edition/ Made in the USA
ACG-57055,GLK 42 380 6RD ORC SA,$419.99,$599.99,$419.99,$399.99,3/31/2023,32,#850016570550#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Cerakote Satin Aluminum,Cerakote Crushed Orchid,FT: White Dot RR: White Outline,3.26,5.98,Apollo Custom Edition/ Made in the USA
ACG-00849,GLK 42 380 6RD PINK BLK,$419.99,$599.99,$419.99,$399.99,3/31/2023,14,#850386008493#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Cerakote Black,Cerakote Pink Champagne,FT: White Dot RR: White Outline,3.26,5.98,Apollo Custom Edition/ Made in the USA
ACG-00846,GLK 42 380 6RD PINK SA,$419.99,$599.99,$419.99,$399.99,3/31/2023,0,#850386008462#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Cerakote Satin Aluminum,Cerakote Pink Champagne,FT: White Dot RR: White Outline,3.26,5.98,Apollo Custom Edition/ Made in the USA
ACG-00855,GLK 42 380 6RD PURP BLK,$419.99,$599.99,$419.99,$399.99,3/31/2023,4,#850386008554#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Cerakote Black,Cerakote Purple,FT: White Dot RR: White Outline,3.26,5.98,Apollo Custom Edition/ Made in the USA
ACG-00852,GLK 42 380 6RD PURP SA,$419.99,$599.99,$419.99,$399.99,3/31/2023,7,#850386008523#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Cerakote Satin Aluminum,Cerakote Purple,FT: White Dot RR: White Outline,3.26,5.98,Apollo Custom Edition/ Made in the USA
ACG-00834,GLK 42 380 6RD RBEG BLK,$419.99,$599.99,$419.99,$399.99,3/31/2023,26,#850386008349#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Cerakote Black,Cerakote Robins Egg Blue,FT: White Dot RR: White Outline,3.26,5.98,Apollo Custom Edition/ Made in the USA
ACG-00814,GLK 42 380 6RD RBEG SA,$419.99,$599.99,$419.99,$399.99,3/31/2023,7,#850386008141#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Cerakote Satin Aluminum,Cerakote Robins Egg Blue,FT: White Dot RR: White Outline,3.26,5.98,Apollo Custom Edition/ Made in the USA
ACG-57069,GLK 43 9MM 6R DAISY RAS BLU SA,$489.99,$639.99,$489.99,$484.99,3/31/2023,0,#850016570697#,Apollo Custom|Glock,Pistol: Semi-Auto,43,9MM,Safe Action,6+1,Cerakote Satin Aluminum,Cerakote Raspberry Blue Daisy Engraved,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition/ Daisy Engraving
ACG-57070,GLK 43X 9MM 10R THE ROSE RG SA,$489.99,$699.99,$489.99,$484.99,3/31/2023,0,#850016570703#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Shimmering Aluminum,Cerakote Rose Gold/ Rose Engraved,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition/ Rose and Scroll Engraving
ACG-00825,GLK 43 9MM 6RD DDE,$459.99,$669.99,$459.99,$439.99,3/31/2023,29,#850386008257#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Davidsons Dark Earth,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-00858,GLK 43 9MM 6RD DDE PATB,$459.99,$669.99,$459.99,$409.99,3/31/2023,53,#850386008585#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Patriot Brown,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-57004,GLK 43 9MM 6RD GOLD SLIDE,$449.99,$649.99,$449.99,$429.99,3/31/2023,35,#850016570048#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Gold,Black Polymer,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-00850,GLK 43 9MM 6RD PINK BLK,$459.99,$669.99,$459.99,$439.99,3/31/2023,12,#850386008509#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Black,Cerakote Pink Champagne,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-00847,GLK 43 9MM 6RD PINK SA,$459.99,$669.99,$459.99,$439.99,3/31/2023,22,#850386008479#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Satin Aluminum,Cerakote Champagne Pink,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-00856,GLK 43 9MM 6RD PURP BLK,$459.99,$669.99,$459.99,,,0,#850386008561#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Black,Cerakote Purple,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-00853,GLK 43 9MM 6RD PURP SA,$459.99,$669.99,$459.99,$439.99,3/31/2023,9,#850386008530#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Satin Aluminum,Cerakote Purple,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-00835,GLK 43 9MM 6RD RBEG BLK,$459.99,$669.99,$459.99,$439.99,3/31/2023,44,#850386008356#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Black,Cerakote Robins Egg Blue,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-00815,GLK 43 9MM 6RD RBEG SA,$459.99,$669.99,$459.99,$439.99,3/31/2023,99+,#850386008158#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Satin Aluminum,Cerakote Robins Egg Blue,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-57072,GLK 43X 9MM 10RD BLK CHRY GLD,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850016570727#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Rose Gold,Cerakote Black Cherry,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-57046,GLK 43X 9MM 10RD CHRY BLK,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850016570468#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Black,Cerakote Black Cherry,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-57047,GLK 43X 9MM 10RD BLK CHRY SA,$459.99,$669.99,$459.99,$439.99,3/31/2023,38,#850016570475#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Satin ALuminum,Cerakote Black Cherry,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-57010,GLK 43X 9MM 10RD CONGRY ESMOKE,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850016570109#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Elite Smoke,Cerakote Concrete Gray,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-00863,GLK 43X 9MM 10RD DDE,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850386008639#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Davidsons Dark Earth,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-00864,GLK 43X 9MM 10RD DDE BLK,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850386008646#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Black,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-00862,GLK 43X 9MM 10RD DDE PATB,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850386008622#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Patriot Brown,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-57005,GLK 43X 9MM 10RD GOLD SLIDE,$449.99,$649.99,$449.99,$429.99,3/31/2023,5,#850016570055#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Gold,Black Polymer,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-00861,GLK 43X 9MM 10RD ORC BLK,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850386008615#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Black,Cerakote Crushed Orchid,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-57063,GLK 43X 9MM 10RD ORC SA,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850016570635#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Satin Aluminum,Cerakote Crushed Orchid,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-57049,GLK 42 US 380 6RD FS SA BLK,$379.99,$524.99,$379.99,,,0,#850016570499#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Shimmering Aluminum,Black Polymer,FT: White Dot RR: White Outline,3.26,5.98,Shimmering Aluminum Slide/ Made in the USA
ACG-57048,GLK 42 US 380 6RD SA RG BLK,$379.99,$524.99,$379.99,,,0,#850016570482#,Apollo Custom|Glock,Pistol: Semi-Auto,42,380,Safe Action,6+1,Rose Gold,Black Polymer,FT: White Dot RR: White Outline,3.26,5.98,Rose Gold Slide/ Made in the USA
ACG-00870,GLK 43X 9MM 10RD PINK BLK,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850386008707#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Black,Cerakote Pink Champagne,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-00869,GLK 43X 9MM 10RD PINK SA,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850386008691#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Satin Aluminum,Cerakote Pink Champagne,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-00866,GLK 43X 9MM 10RD RBEG BLK,$459.99,$669.99,$459.99,$439.99,3/31/2023,41,#850386008660#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Black,Cerakote Robins Egg Blue,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-00865,GLK 43X 9MM 10RD RBEG SA,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850386008653#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Satin Aluminum,Cerakote Robins Egg Blue,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Edition
ACG-57078,GLK 43X 9MM 10R STR STRP BL/BK,$479.99,$629.99,$479.99,$469.99,3/31/2023,0,#850016570789#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote NRA Blue/ Black,Matte Black,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Stars and Stripes Edition
ACG-57079,GLK 43X US 9MM 10R OLD GLORY,$549.99,$779.99,$549.99,$524.99,3/31/2023,49,#850016570796#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Flag/ Crim & Wht Frame/ Stars On Slide,Red & White Frame,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Stars and Stripes Edition
ACG-57080,GLK 19G5 9MM 15RD SA OLD GLORY,$549.99,$799.00,$549.99,$524.99,3/31/2023,76,#850016570802#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Flag/ Crim & Wht Frame/ Stars On Slide,Red & White Frame,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Stars and Stripes Edition
ACG-57077,GLK 43X 9MM 10R STR STRP RD/BK,$479.99,$629.99,$479.99,$469.99,3/31/2023,3,#850016570772#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Crimson Red/ Black,Matte Black,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Stars and Stripes Edition
ACG-57076,GLK 43X 9MM 10R STR STRP GD/BK,$479.99,$629.99,$479.99,$469.99,3/31/2023,0,#850016570765#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Gold/ Black,Matte Black,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Stars and Stripes Edition
ACG-57071,GLK 43X 9MM 10R STR STRP SS/BK,$479.99,$629.99,$479.99,$469.99,3/31/2023,6,#850016570710#,Apollo Custom|Glock,Pistol: Semi-Auto,43X,9MM,Safe Action,10+1,Cerakote Satin Aluminum/ Black,Matte Black,FT: White Dot RR: White Outline,3.41,6.50,Apollo Custom Stars and Stripes Edition
ACG-57034,GLK 45 9MM 17RD DDE PATB,$549.99,$799.99,$549.99,$524.99,3/31/2023,75,#850016570345#,Apollo Custom|Glock,Pistol: Semi-Auto,45,9MM,Safe Action,17+1,Cerakote Patriot Brown,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,4.02,7.44,Apollo Custom Edition
ACG-57053,GLK 45 9MM 17RD COPPER SLIDE,$529.99,$779.99,$529.99,,,0,#850016570536#,Apollo Custom|Glock,Pistol: Semi-Auto,45,9MM,Safe Action,17+1,Cerakote Copper,Black Polymer,FT: White Dot RR: White Outline,4.02,7.44,Apollo Custom Edition
ACG-57036,GLK 45 9MM 17RD SA SLIDE,$529.99,$779.99,$529.99,$509.99,3/31/2023,62,#850016570369#,Apollo Custom|Glock,Pistol: Semi-Auto,45,9MM,Safe Action,17+1,Cerakote Satin Aluminum,Black Polymer,FT: White Dot RR: White Outline,4.02,7.44,Apollo Custom Edition
ACG-57016,GLK 17G5 9MM 17RD CONGRY BLK,$549.99,$799.99,$549.99,,,27,#850016570161#,Apollo Custom|Glock,Pistol: Semi-Auto,17,9MM,Safe Action,17+1,Cerakote Black,Cerakote Concrete Gray,FT: White Dot RR: White Outline,4.49,7.32,Apollo Custom Edition
ACG-57019,GLK 17G5 9MM 17RD CONGRY SMOKE,$549.99,$799.99,$549.99,$479.99,3/31/2023,8,#850016570192#,Apollo Custom|Glock,Pistol: Semi-Auto,17,9MM,Safe Action,17+1,Cerakote Elite Smoke,Cerakote Concrete Gray,FT: White Dot RR: White Outline,4.49,7.32,Apollo Custom Edition
ACG-57058,GLK 17G5 9MM 17RD ORC BLK,$549.99,$799.99,$549.99,$479.99,3/15/2023,34,#850016570581#,Apollo Custom|Glock,Pistol: Semi-Auto,17,9MM,Safe Action,17+1,Cerakote Black,Cerakote Crushed Orchid,FT: White Dot RR: White Outline,4.49,7.32,Apollo Custom Edition
ACG-57059,GLK 17G5 9MM 17RD ORC SA,$549.99,$799.99,$549.99,$479.99,3/15/2023,27,#850016570598#,Apollo Custom|Glock,Pistol: Semi-Auto,17,9MM,Safe Action,17+1,Cerakote Satin Aluminum,Cerakote Crushed Orchid,FT: White Dot RR: White Outline,4.49,7.32,Apollo Custom Edition
ACG-57062,GLK 19G5 9MM 15RD ORC SA,$549.99,$799.99,$549.99,$479.99,3/31/2023,0,#850016570628#,Apollo Custom|Glock,Pistol: Semi-Auto,19,9MM,Safe Action,15+1,Cerakote Satin Aluminum,Cerakote Crushed Orchid,FT: White Dot RR: White Outline,4.02,6.85,Apollo Custom Edition
ACG-57007,GLK 43 9MM 6RD CONGRY BLK,$459.99,$669.99,$459.99,$439.99,3/31/2023,6,#850016570079#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Black,Cerakote Concrete Gray,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-57009,GLK 43 9MM 6RD CONGRY ESMOKE,$459.99,$669.99,$459.99,$409.99,3/31/2023,0,#850016570093#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Elite Smoke,Cerakote Concrete Gray,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-00838,GLK 43 9MM 6RD DDE BLK,$459.99,$669.99,$459.99,$409.99,3/31/2023,1,#850386008387#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Black,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-57068,GLK 43 9MM 6RD CHOC DDE,$459.99,$669.99,$459.99,$409.99,3/31/2023,0,#850016570680#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Chocolate Brown,Cerakote Davidsons Dark Earth,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-57057,GLK 43 9MM 6RD ORC SA,$459.99,$669.99,$459.99,$439.99,3/31/2023,0,#850016570574#,Apollo Custom|Glock,Pistol: Semi-Auto,43 USA,9MM,Safe Action,6+1,Cerakote Satin Aluminum,Cerakote Crushed Orchid,FT: White Dot RR: White Outline,3.39,6.26,Apollo Custom Edition
ACG-57066,GLK 45 9MM 17RD CON ABLK,$549.99,$799.99,$549.99,$479.99,3/31/2023,13,#850016570666#,Apollo Custom|Glock,Pistol: Semi-Auto,45,9MM,Safe Action,17+1,Cerakote Armor Black,Cerakote Concrete Grey,FT: White Dot RR: White Outline,4.02,7.44,Apollo Custom Edition
ACG-57035,GLK 45 9MM 17RD GOLD SLIDE,$529.99,$779.99,$529.99,$479.99,3/31/2023,2,#850016570352#,Apollo Custom|Glock,Pistol: Semi-Auto,45,9MM,Safe Action,17+1,Cerakote Gold,Black Polymer,FT: White Dot RR: White Outline,4.02,7.44,Apollo Custom Edition
ACG-57060,GLK 45 9MM 17RD ORC BLK,$549.99,$799.99,$549.99,$479.99,3/31/2023,0,#850016570604#,Apollo Custom|Glock,Pistol: Semi-Auto,45,9MM,Safe Action,17+1,Cerakote Black,Cerakote Crushed Orchid,FT: White Dot RR: White Outline,4.02,7.44,Apollo Custom Edition
