itemNumber,upc,mfgModelNumber,quantity,allocated,onSale,price,currentPrice,retailMap
SV110S243,011356570826,57082,0,False,False,728.77,728.77,0.0
SV110TAC308LH,011356570093,57009,0,False,False,672.08,672.08,0.0
SV110TAC65C24LH,011356574572,57457,0,False,False,672.08,672.08,0.0
SV110HC3006,011356574145,57414,0,False,False,940.31,940.31,0.0
TDCR351130LT,040589027333,CR351130LT,0,False,False,409.78,409.78,0.0
TA358001301,725327901297,358-0013-01,0,False,False,25.9764,25.9764,0.0
TA358000901,725327901204,358-0009-01,0,False,False,25.9764,25.9764,0.0
SVAIIXPSS308,011356571069,57106,0,True,False,477.75,477.75,0.0
SVAIIXPSS7MM08,011356571052,57105,0,True,False,477.75,477.75,0.0
SVAIIYC6.5CR,011356573865,57386,0,False,False,361.35,361.35,0.0
SVAIIYC7MM08,011356573872,57387,0,True,False,361.35,361.35,0.0
SVAIIYCXPMG243,011356571007,57100,0,True,False,445.36,445.36,0.0
SVAXG222250,011356572349,57234,0,True,False,314.79,314.79,0.0
SVAXG2243,011356572356,57235,0,False,False,314.79,314.79,0.0
SVAXG2270,011356572400,57240,0,True,False,314.79,314.79,0.0
SV42TD22MAG/410,062654224355,22435,0,True,False,426.13,426.13,0.0
SV42TDC22LR/410,062654224348,22434,0,False,False,426.13,426.13,0.0
SVAIIXPSS3006,011356571090,57109,0,False,False,477.75,477.75,0.0
SV55158,011356551580,55158,0,False,False,27.39,27.39,0.0
SV55190,011356551900,55190,0,False,False,102.43,102.43,0.0
SV55191,011356551917,55191,0,False,False,102.43,102.43,0.0
SV55220,011356552204,55220,0,False,False,28.48,28.48,0.0
SV55231,011356552310,55231,0,False,False,35.06,35.06,0.0
SV55233,011356552334,55233,0,False,False,35.06,35.06,0.0
SV55252,011356552525,55252,0,False,False,35.06,35.06,0.0
SV55253,011356552532,55253,0,False,False,35.06,35.06,0.0
SV55254,011356552549,55254,0,False,False,35.06,35.06,0.0
SV55230,011356552303,55230,0,False,False,35.06,35.06,0.0
SV112MT338LAP,011356224484,22448,0,False,False,1208.54,1208.54,0.0
SV55183,011356551832,55183,0,False,False,88.93,88.93,0.0
SVAIIXPSS270,011356571083,57108,0,True,False,477.75,477.75,0.0
SVAIIXPSS243,011356571038,57103,0,False,False,477.75,477.75,0.0
SVAIIXPSS223,011356571014,57101,0,True,False,477.75,477.75,0.0
RUMC-SRH10MM,736676905157,90515,0,False,False,10.39,10.39,0.0
RUMKIVLITEACORN,736676439218,43921,0,False,False,517.0,517.0,0.0
SVAII3006O,011356574886,57488,0,True,False,400.82,400.82,0.0
SVAII350LEG,011356575401,57540,0,True,False,361.35,361.35,0.0
SVAII2506O,011356574855,57485,0,False,False,400.82,400.82,0.0
SVAII7MM08O,011356574831,57483,0,False,False,400.82,400.82,0.0
SVAIIXP22250,011356570918,57091,0,True,False,400.82,400.82,0.0
SVAIIXP243,011356570925,57092,0,False,False,400.82,400.82,0.0
SVAIIXP308,011356570956,57095,25,False,False,400.82,400.82,0.0
SV93R17TRRSRAT,062654967825,96782,0,True,False,486.86,486.86,0.0
SVA17SP,011356470089,47008,0,False,False,473.7,473.7,0.0
SVA22MAGSB,011356474001,47400,0,False,False,405.88,405.88,0.0
SVAII223O,011356574794,57479,0,False,False,400.82,400.82,0.0
SVA17TT,011356470058,47005,0,True,False,538.48,538.48,0.0
SVAXG2LH243,011356572493,57249,0,False,False,314.79,314.79,0.0
SVAXG2LH270,011356572547,57254,0,False,False,314.79,314.79,0.0
SVAXG2LH350LEG,011356575470,57547,0,False,False,314.79,314.79,0.0
SVAXG2LH7MM08,011356572516,57251,5,False,False,314.79,314.79,0.0
SVAXG2XP2506,011356572622,57262,0,False,False,348.19,348.19,0.0
SVAXG26.5CR,011356572363,57236,0,False,False,314.79,314.79,0.0
SVAXG2350LEG,011356575449,57544,0,False,False,314.79,314.79,0.0
SVAXG2308,011356572387,57238,0,True,False,314.79,314.79,0.0
SVAIIXP7MM08,011356570949,57094,0,False,False,400.82,400.82,0.0
SV12LRP6.5CREED,011356191373,19137,0,False,False,1104.28,1104.28,0.0
TA358000902,725327901211,358-0009-02,0,False,False,25.9764,25.9764,0.0
SV20005,062654200052,20005,0,False,False,14.24,14.24,0.0
SV25LVT223,011356185280,18528,0,True,False,705.49,705.49,0.0
SYCPX-3CBSG,857679003586,CPX-3CBSG,0,False,False,184.0,184.0,0.0
SYCPX-3CBSB,857679003524,CPX-3CBSB,0,False,False,184.0,184.0,0.0
SYCPX-3CBPU,857679003562,CPX-3CBPU,0,False,False,184.0,184.0,0.0
SY03-006,857679003906,03-006,0,False,False,22.0,22.0,0.0
SYCPX-1TTCR,857679003241,CPX-1TTCR,0,False,False,193.0,193.0,0.0
SYCPX-2CBDE,857679003142,CPX-2CBDE,0,False,False,184.0,184.0,0.0
SYCPX-2CBPU,857679003173,CPX-2CBPU,0,False,False,184.0,184.0,0.0
SYCPX-3CBDE,857679003609,CPX-3CBDE,0,False,False,184.0,184.0,0.0
SYCPX-3CBPK,857679003548,CPX-3CBPK,0,False,False,184.0,184.0,0.0
TA4410PLY-SFDE2,725327612568,2-441029FDE,0,True,False,363.2432,363.2432,0.0
TA1911S-VZ,725327931577,1-191101S-VZ,0,True,False,515.37,515.37,0.0
TA4410PLY-GRY2,725327615293,2-441021GRY,0,True,False,352.8648,352.8648,0.0
TA446RHB,725327617556,2-440061RH,0,True,False,705.7297,705.7297,0.0
TA446RHT,725327617549,2-440065RH,0,True,False,716.1081,716.1081,0.0
TA44RHB,725327615583,2-440081RH,0,True,False,705.7297,705.7297,0.0
TA44RHB-DLX,725327931867,2-440081RH-DLX,0,False,False,726.69,726.69,0.0
TA44RHT-DLX,725327931850,2-440085RH-DLX,0,False,False,733.85,733.85,0.0
TA44SS4,725327204022,2-440049,0,True,False,498.1621,498.1621,0.0
TA3576RHB,725327617587,2-357061RH,0,True,False,705.7297,705.7297,0.0
TA3576RHT,725327617594,2-357065RH,0,True,False,716.1081,716.1081,0.0
TA3578RHB,725327617600,2-357081RH,0,True,False,705.7297,705.7297,0.0
TA358000502,725327901167,358-0005-02,0,False,False,25.9764,25.9764,0.0
TA444SS6,725327320869,2-444069,0,True,False,617.5135,617.5135,0.0
TA1911MG-VZ,725327931836,1-191101MG-VZ,0,True,False,515.37,515.37,0.0
TA1911COMS-VZ,725327931812,1-191101COMS-VZ,0,True,False,492.42,492.42,0.0
TA1911COMMG-VZ,725327931805,1-191101COMMG-VZ,0,False,False,492.42,492.42,0.0
SV300050,062654300059,30005,0,False,False,13.15,13.15,0.0
SV320FLDMOSGB,011356225627,22562,0,False,False,244.95,244.95,0.0
SV320MGRL20YTH,011356225610,22561,0,False,False,244.95,244.95,0.0
SV555410,011356221681,22168,0,False,False,583.01,583.01,0.0
SV555C20,011356221544,22154,0,False,False,583.01,583.01,0.0
SV93CAMOXP-AT,062654907555,90755,0,True,False,453.45,453.45,0.0
SV93R17BRJ-AT,062654967702,96770,0,False,False,464.59,464.59,0.0
SV93R17BTVSS-AT,062654962004,96200,0,True,False,404.87,404.87,0.0
SV93R17CAMOXPAT,062654967658,96765,0,False,False,444.34,444.34,0.0
SV90020,011356900203,90020,0,False,False,15.34,15.34,0.0
SV555E28,011356225948,22594,0,False,False,711.56,711.56,0.0
SVAXG2XP7MM08,011356572608,57260,0,False,False,348.19,348.19,0.0
SYCPX-3TTDE,857679003616,CPX-3TTDE,0,False,False,184.0,184.0,0.0
SYCPX-3TTPK,857679003555,CPX-3TTPK,0,False,False,184.0,184.0,0.0
SYCPX-3TTPU,857679003579,CPX-3TTPU,0,False,False,184.0,184.0,0.0
SYCPX-3TTSB,857679003531,CPX-3TTSB,0,False,False,184.0,184.0,0.0
SYCPX-3TTSG,857679003593,CPX-3TTSG,0,False,False,184.0,184.0,0.0
SYCPX-4CB,850000226425,CPX-4CB,0,False,False,194.0,194.0,0.0
SYCPX-4TT,850000226524,CPX-4TT,0,False,False,194.0,194.0,0.0
TA17B6,725327342021,2-170061,0,True,False,409.9459,409.9459,0.0
TA17SS6,725327341468,2-170069,0,True,False,451.4594,451.4594,0.0
SYCPX-3TT,,,0,False,False,156.2,156.2,0.0
TA1911COMG-VZ,725327931799,1-191101COMG-VZ,0,True,False,492.42,492.42,0.0
SV25LVT204,011356185297,18529,0,True,False,705.49,705.49,0.0
NONAA-SW-HG,744253002557,NAA-SW-HG,0,True,False,358.94,358.94,0.0
TDCR9-451130T,040589027494,CR9-451130T,0,False,False,498.91,498.91,0.0
WA2835231,723364214356,2835231,0,False,False,199.0,199.0,0.0
WBVYT308NR0O,747115420919,VYT308NR0O,0,False,False,510.24,510.24,0.0
WBVYT7M8RR0O,747115420926,VYT7M8RR0O,8,False,False,510.24,510.24,0.0
WI511205291,048702006869,511205291,0,False,False,769.0,769.0,0.0
WI511205292,048702006876,511205292,0,False,False,769.0,769.0,0.0
WI511205391,048702006883,511205391,0,False,False,669.0,669.0,0.0
WI511205392,048702006890,511205392,0,False,False,669.0,669.0,0.0
WI511205690,048702009945,511205690,0,True,False,789.0,789.0,0.0
WI511205691,048702009952,511205691,0,True,False,789.0,789.0,0.0
WBVGT270NR4O,747115420346,VGT270NR4O,0,False,False,559.24,559.24,0.0
WBVGT257WR6O,747115431014,VGT257WR6O,0,False,False,559.24,559.24,0.0
WBVYT243NR0O,747115420902,VYT243NR0O,0,False,False,510.24,510.24,0.0
WBTSVFML1,747115408542,TSVFML1,0,False,False,40.35,40.35,0.0
WBVDT7M8RR4O,747115421060,VDT7M8RR4O,0,False,False,708.37,708.37,0.0
WBVDT7MMRR6O,747115431281,VDT7MMRR6O,0,False,False,708.37,708.37,0.0
WBVGT222RR4O,747115420292,VGT222RR4O,0,True,False,559.24,559.24,0.0
WA2829711,723364212673,2829711,2,False,False,32.5,32.5,0.0
TS20120,713780201207,20120,0,False,False,353.25,353.25,0.0
TRTR26C200104,719307401808,TR26-C-200104,1,False,False,818.43,818.43,0.0
TRTA11J308,719307302761,TA11J-308,0,True,False,1031.39,1031.39,0.0
TRTA31F,719307300095,TA31F,0,False,False,964.58,964.58,0.0
TRTA31FG,719307302945,TA31F-G,0,False,False,964.58,964.58,0.0
TRTA31G,719307303539,TA31-G,0,True,False,930.13,930.13,0.0
WBVDT300WR6O,747115431274,VDT300WR6O,0,False,False,708.37,708.37,0.0
TRTA33C400136,719307309425,TA33-C-400136,0,False,False,852.88,852.88,0.0
WBVGT7MMRR6O,747115431052,VGT7MMRR6O,0,True,False,559.24,559.24,0.0
WBVGT653WR6O,747115431045,VGT653WR6O,0,False,False,559.24,559.24,0.0
TA6923B,725327616023,2-692031,0,True,False,492.9729,492.9729,0.0
TAG2C40SS,725327616139,1-G2C4039-10,0,True,False,198.67,198.67,0.0
TAPT92-99M-17,725327600251,5-11091-17,0,False,False,25.29,25.29,0.0
TATH40,725327615323,1-TH40041,0,True,False,261.5351,261.5351,0.0
TAM380IBULSS,725327610236,2-380129UL,0,True,False,394.3783,394.3783,0.0
TDSAT73-002,040589018096,SAT73-002,0,True,False,453.84,453.84,0.0
TDSAT73-003,040589018102,SAT73-003,0,False,False,453.84,453.84,0.0
TDSAT73-006,040589018126,SAT73-006,0,True,False,453.84,453.84,0.0
TAM380IBULB,725327609377,2-380121UL,0,True,False,384.0,384.0,0.0
TAG2CDPSS,725327617747,1-G2C939-12DP,0,False,False,224.0,224.0,0.0
WBVGT7M8RR4O,747115420421,VGT7M8RR4O,0,True,False,559.24,559.24,0.0
TAG2CLPSS,725327617730,1-G2C939-12LP,0,False,False,224.0,224.0,0.0
TAG2S40TB,725327616276,1-G2S4031T,0,True,False,193.95,193.95,0.0
WA5120753,723364214592,5120753,0,True,False,315.0,315.0,0.0
WA5120760,723364214608,5120760,0,True,False,279.0,279.0,0.0
WA517030810,723364202032,517030810,0,True,False,349.0,349.0,0.0
WA5170310,723364200885,5170310,0,True,False,359.0,359.0,0.0
WA4796006,723364209963,4796006,0,True,False,729.0,729.0,799.0
WA5100304,723364207297,5100304,0,False,False,369.0,369.0,0.0
WA5120337,723364200366,5120337,0,True,False,349.0,349.0,0.0
WA5120363,723364212963,5120363,0,False,False,279.0,279.0,0.0
WBVGT306SR4O,747115420391,VGT306SR4O,0,False,False,559.24,559.24,0.0
TAG2CODG,725327616078,1-G2C931-12O,0,False,False,211.18,211.18,0.0
WA2829720,723364212680,2829720,8,False,False,35.0,35.0,0.0
WA2796708,723364200502,2796708,0,False,False,35.0,35.0,0.0
WA2810090,723364211119,2810090,2,False,False,32.5,32.5,0.0
CVCR4816SC,043125348169,CR4816SC,0,False,False,374.73,374.73,0.0
CVCR4817SC,043125348176,CR4817SC,0,False,False,374.73,374.73,0.0
CVCR4911SC,043125349111,CR4911SC,0,False,False,374.73,374.73,0.0
CVCR4806SC,043125348060,CR4806SC,0,False,False,374.73,374.73,0.0
CVCR4830SC,043125348305,CR4830SC,0,False,False,374.73,374.73,0.0
SV110HC280,011356574176,57417,0,False,False,940.31,940.31,0.0
SIGRIPMXC943LCO,798681607228,GRIP-MODX-C-943-LG-COY,0,False,False,51.0,51.0,0.0
CVCR4431SC,043125344314,CR4431SC,0,False,False,363.64,363.64,0.0
CH73546,678958735468,73546,0,True,False,405.92,405.92,0.0
SCSU4755,816413026748,SU4755,0,False,False,670.39,670.39,879.99
SCAC4752,816413026656,AC4752,0,False,False,56.12,56.12,73.99
RUKHM77R6.5PRC,736676571055,57105,0,True,False,928.0,928.0,0.0
RUKHM77R204RU,736676571253,57125,0,False,False,928.0,928.0,0.0
RUKHM77R7MAG,736676571246,57124,0,False,False,928.0,928.0,0.0
RUKHM77LR6.5CR,736676571208,57120,0,True,False,928.0,928.0,0.0
RUKHM77LR300WM,736676571215,57121,0,False,False,928.0,928.0,0.0
RUHM77TARG204RU,736676571222,57122,0,True,False,1073.0,1073.0,0.0
RUHM77TARG308W,736676571239,57123,0,False,False,1073.0,1073.0,0.0
RU77/44RST,736676074167,7416,0,False,False,823.0,823.0,0.0
SIHGRDTE10MLBLK,798681623754,HGRD-TRD-E10-MLOK-BLK,5,False,False,109.5,109.5,0.0
SCAC4753,816413026649,AC4753,0,False,False,56.12,56.12,73.99
RUK77/44RSPT,736676074174,7417,0,True,False,823.0,823.0,0.0
RUK77/357RSPT,736676074198,7419,0,False,False,823.0,823.0,0.0
BEJ92GQ9LTTM,082442907154,J92GQ9LTTM,0,True,False,875.0,875.0,1049.0
WA282674710,723364212765,282674710,0,False,False,199.0,199.0,0.0
WA2829703,723364212666,2829703,2,False,False,32.5,32.5,0.0
WA2246008,723364203251,2246008,0,False,False,32.5,32.5,0.0
TS25125,713780251257,25125,0,False,False,418.46,418.46,0.0
SFXDSG4006H,706397927929,XDSG4006H,2,False,False,20.0,20.0,0.0
SFXDSG04071,706397926564,XDSG04071,0,False,False,28.24,28.24,0.0
SFXDSG09061FDE,706397926106,XDSG09061FDE,0,False,False,28.24,28.24,0.0
SFXDS0907H,706397920043,XDS0907H,0,False,False,20.0,20.0,0.0
AINVMPAN1430,658175131649,NVMPAN1430,0,False,False,2430.43,2430.43,2795.0
SFXDME95259BHC,706397932480,XDME95259BHC,0,False,False,521.0,521.0,0.0
BEJRTXVA340,082442924601,JRTXVA340,0,False,False,1170.0,1170.0,1449.0
BU410660,000381106605,410660,2,False,False,50.75,50.75,0.0
BU410665,000381106650,410665,3,False,False,50.75,50.75,0.0
CD930.227,8053800941358,930.227,0,True,False,180.06,180.06,0.0
CD930.228,8053800941365,930.228,0,False,False,180.06,180.06,0.0
CD930.229,8053800941372,930.229,0,False,False,211.78,211.78,0.0
HNH015T-12,619835400239,H015T-12,0,True,False,530.43,530.43,0.0
BEJRTXVW340,082442924670,JRTXVW340,0,False,False,1170.0,1170.0,1449.0
BEJRTXRT340,082442928692,JRTXRT340,0,False,False,920.0,920.0,1099.0
BEJ92GC9LTT,082442907185,J92GC9LTT,0,False,False,875.0,875.0,1049.0
BEJ92GC9LTTM,082442907178,J92GC9LTTM,0,False,False,875.0,875.0,1049.0
BEJ92GQ9LTT,082442908106,J92GQ9LTT,0,False,False,875.0,875.0,1049.0
TA66B6,725327200161,2-660061,0,True,False,389.1891,389.1891,0.0
TA66B4,725327200130,2-660041,0,True,False,389.1891,389.1891,0.0
TA65B4,725327200031,2-650041,0,True,False,378.8108,378.8108,0.0
TA617SS2,725327330653,2-617029,0,True,False,434.64,434.64,0.0
WI535235212,048702016516,535235212,0,False,False,1429.0,1429.0,0.0
WI535236230,048702016707,535236230,0,False,False,1179.0,1179.0,0.0
WI535239212,048702018541,535239212,0,True,False,1659.0,1659.0,0.0
WI535239220,048702018565,535239220,0,True,False,1659.0,1659.0,0.0
WI535239226,048702018572,535239226,0,True,False,1659.0,1659.0,0.0
WI535239229,048702018596,535239229,0,True,False,1689.0,1689.0,0.0
WI535239233,048702018619,535239233,0,True,False,1689.0,1689.0,0.0
WI535239289,048702018558,535239289,0,True,False,1689.0,1689.0,0.0
WI535700212,048702004568,535700212,0,True,False,459.0,459.0,0.0
WI535700218,048702004575,535700218,0,True,False,459.0,459.0,0.0
WI535234289,048702016424,535234289,0,False,False,1099.0,1099.0,0.0
WI535700220,048702004582,535700220,0,True,False,459.0,459.0,0.0
WI535700228,048702004636,535700228,0,True,False,459.0,459.0,0.0
WI535700230,048702006418,535700230,0,True,False,459.0,459.0,0.0
WI535700233,048702004643,535700233,0,True,False,459.0,459.0,0.0
WI535700255,048702004605,535700255,0,True,False,459.0,459.0,0.0
WI535720212,048702008030,535720212,0,False,False,459.0,459.0,0.0
WI535720218,048702008047,535720218,0,False,False,459.0,459.0,0.0
WI535720289,048702009655,535720289,0,False,False,459.0,459.0,0.0
YHM-3245-M,816701019117,YHM-3245-M,0,False,False,44.71,44.71,57.25
RUK77/17VHZTB,736676072194,7219,0,False,False,893.0,893.0,0.0
RUK77/17-VHZTB,736676072200,7220,0,False,False,893.0,893.0,0.0
WI535700226,048702004629,535700226,0,True,False,459.0,459.0,0.0
WI535234264,048702016448,535234264,0,False,False,1099.0,1099.0,0.0
WI535234255,048702016455,535234255,0,False,False,1099.0,1099.0,0.0
WI535234233,048702016509,535234233,0,False,False,1199.0,1199.0,0.0
WI535705218,048702006685,535705218,0,True,False,639.0,639.0,0.0
WI535705226,048702005923,535705226,0,True,False,639.0,639.0,0.0
WI535705230,048702005947,535705230,0,False,False,639.0,639.0,0.0
WI535705233,048702005954,535705233,0,True,False,639.0,639.0,0.0
WI535705255,048702006715,535705255,0,False,False,639.0,639.0,0.0
WI535705264,048702006708,535705264,0,False,False,639.0,639.0,0.0
WI535709212,048702006289,535709212,0,True,False,529.0,529.0,0.0
WI535705212,048702006678,535705212,0,False,False,639.0,639.0,0.0
WI535709218,048702006296,535709218,0,True,False,529.0,529.0,0.0
WI535709226,048702006340,535709226,0,True,False,529.0,529.0,0.0
WI535709228,048702006357,535709228,0,False,False,529.0,529.0,0.0
WI535709230,048702006364,535709230,0,True,False,529.0,529.0,0.0
WI535709233,048702006371,535709233,0,True,False,529.0,529.0,0.0
WI535709255,048702006326,535709255,0,False,False,529.0,529.0,0.0
WI535709289,048702008825,535709289,0,False,False,529.0,529.0,0.0
WI535711212,048702007415,535711212,0,False,False,549.0,549.0,0.0
WI535711228,048702007118,535711228,0,False,False,549.0,549.0,0.0
WI535711233,048702007125,535711233,0,False,False,549.0,549.0,0.0
WI535709220,048702006302,535709220,0,True,False,529.0,529.0,0.0
WI535700296,048702018411,535700296,0,False,False,459.0,459.0,0.0
WI535700289,048702008832,535700289,0,False,False,459.0,459.0,0.0
WI535700264,048702004599,535700264,0,True,False,459.0,459.0,0.0
WI535234212,048702016417,535234212,0,False,False,1099.0,1099.0,0.0
RU77/17RHTB,736676072224,7222,0,False,False,823.0,823.0,0.0
CD930.206,8053800941112,930.206,0,False,False,357.22,357.22,0.0
RUK77/22-VHZTB,736676072262,7226,0,False,False,893.0,893.0,0.0
WI535720296,048702018428,535720296,0,False,False,459.0,459.0,0.0
TRMROC2200005,719307630185,MRO-C-2200005,0,False,False,398.77,398.77,0.0
TRSA39C600714,719307211872,SA39-C-600714,0,False,False,80.93,80.93,0.0
TRSA637C600851,719307214026,SA637-C-600851,2,False,False,112.05,112.05,0.0
TRSP201C600921,719307213456,SP201-C-600921,0,False,False,92.84,92.84,0.0
TRMROC2200018,719307630505,MRO-C-2200018,0,True,False,574.15,574.15,0.0
TRRM07C700680,719307614314,RM07-C-700680,0,False,False,508.39,508.39,0.0
TRRM08G,719307609303,RM08G,0,False,False,365.37,365.37,0.0
TDSAT73-131,040589018294,SAT73-131,0,True,False,537.88,537.88,0.0
TDSAT73-122LIB,040589020389,SAT73-122LIB,0,True,False,568.63,568.63,0.0
TDSAT73-007,040589018133,SAT73-007,0,True,False,453.84,453.84,0.0
TRCA428C600757,719307212428,CA428-C-600757,0,False,False,160.07,160.07,213.0
TA856BUL,725327616511,2-856021UL,0,False,False,258.98,258.98,0.0
TA992SS4,725327610212,2-992049,0,True,False,534.4864,534.4864,0.0
TA992SS6,725327610175,2-992069,0,True,False,534.4864,534.4864,0.0
TAG2C40ODG,725327616108,1-G2C4031-10O,0,False,False,213.33,213.33,0.0
TA856SSULVRL,725327932055,2-856029ULVL,0,True,False,342.4864,342.4864,0.0
TA6923S,725327616009,2-692039,0,True,False,534.4864,534.4864,0.0
TA4545RHT,725327617631,2-454055RH,0,False,False,710.83,710.83,0.0
TA4546RHB,725327617648,2-454061RH,0,True,False,705.7297,705.7297,0.0
TA4546RHT,725327617655,2-454065RH,0,True,False,710.83,710.83,0.0
TA4548RHB,725327617662,2-454081RH,0,True,False,705.7297,705.7297,0.0
TA513SS6,725327608264,2-513069,0,True,False,902.61,902.61,0.0
TA856BULBGVZ,725327932154,2-856021ULVZ13,0,False,False,332.1081,332.1081,0.0
TRAC31023,719307630444,AC31023,5,False,False,15.82,15.82,0.0
TRAC31016,719307630376,AC31016,0,False,False,40.68,40.68,0.0
TRAC22037,719307402607,AC22037,4,False,False,139.79,139.79,0.0
WI535741212,048702016349,535741212,0,False,False,529.0,529.0,0.0
WI535741218,048702016363,535741218,0,False,False,529.0,529.0,0.0
WI535741220,048702016370,535741220,0,True,False,529.0,529.0,0.0
WI535741226,048702017186,535741226,0,False,False,529.0,529.0,0.0
WI535741228,048702017193,535741228,0,False,False,529.0,529.0,0.0
WI535741230,048702017209,535741230,0,False,False,529.0,529.0,0.0
WI535741233,048702017216,535741233,0,False,False,529.0,529.0,0.0
WI535741255,048702016394,535741255,0,False,False,529.0,529.0,0.0
WI535741264,048702016387,535741264,0,False,False,529.0,529.0,0.0
WI535741289,048702016356,535741289,0,False,False,529.0,529.0,0.0
YHM-3220-28,816701018967,YHM-3220-28,7,False,False,444.32,444.32,572.3
YHM-3220-MR,816701018981,YMH-3220-MR,1,False,False,444.32,444.32,572.3
YHM-3225-ML,816701019056,YHM-3225-ML,1,False,False,44.71,44.71,57.25
WI535720220,048702008054,535720220,0,True,False,459.0,459.0,0.0
WI511210391,048702007392,511210391,0,False,False,789.0,789.0,0.0
WI511207392,048702006975,511207392,0,True,False,789.0,789.0,0.0
WI511205692,048702009969,511205692,0,False,False,789.0,789.0,0.0
TRGL13C600777,719307212626,GL13-C-600777,0,False,False,80.93,80.93,0.0
TRGL601C600835,719307213869,GL601-C-600835,0,False,False,112.05,112.05,0.0
TDSAT73-132,040589018300,SAT73-132,0,True,False,537.88,537.88,0.0
TDSAT73-800,040589018164,SAT73-800,0,True,False,486.33,486.33,0.0
TDSAT73-801,040589018171,SAT73-801,0,True,False,486.33,486.33,0.0
TRAC20007,719307450189,AC20007,2,False,False,59.61,59.61,0.0
RU7722RHTB,736676072255,7225,0,False,False,823.0,823.0,0.0
CD930.246,8053800941693,930.246,0,False,False,454.37,454.37,0.0
CD930.247,8053800941709,930.247,0,False,False,454.37,454.37,0.0
CD930.230,8053800941389,930.230,0,False,False,251.98,251.98,0.0
TS23158,713780231587,23158,0,False,False,309.77,309.77,0.0
TS23160,713780231600,23160,0,False,False,244.55,244.55,0.0
TS23162,713780231624,23162,0,False,False,277.16,277.16,0.0
TS23164,713780231648,23164,0,False,False,255.43,255.43,0.0
